,location,total_sqft,bath,price,bhk
7767,Yelahanka New Town,1100.0,2.0,58.0,2.0
7770,Yelahanka New Town,1000.0,2.0,44.0,2.0
7771,Yelahanka New Town,650.0,1.0,18.0,1.0
7773,Yelahanka New Town,1740.0,3.0,150.0,3.0
7774,Yelahanka New Town,1290.0,2.0,70.0,2.0
7776,Yelenahalli,1240.0,2.0,47.12,2.0
7777,Yelenahalli,1200.0,2.0,46.17,2.0
7779,Yelenahalli,1260.0,2.0,47.88,2.0
7781,Yelenahalli,1175.0,2.0,50.0,2.0
7782,Yelenahalli,1650.0,3.0,68.0,3.0
7783,Yelenahalli,1200.0,2.0,45.6,2.0
7784,Yelenahalli,1200.0,2.0,46.17,2.0
7785,Yelenahalli,1160.0,2.0,44.08,2.0
7787,Yeshwanthpur,1693.0,3.0,108.0,3.0
7788,Yeshwanthpur,667.0,1.0,36.85,1.0
7789,Yeshwanthpur,1950.0,4.0,130.0,4.0
7791,Yeshwanthpur,665.0,1.0,36.85,1.0
7795,Yeshwanthpur,671.0,1.0,36.85,1.0
7796,Yeshwanthpur,1852.0,3.0,160.0,3.0
7797,Yeshwanthpur,668.0,1.0,36.85,1.0
7798,Yeshwanthpur,1185.0,2.0,75.84,2.0
7799,Yeshwanthpur,1195.0,2.0,100.0,2.0
7800,Yeshwanthpur,1313.0,3.0,96.0,3.0
7801,Yeshwanthpur,1400.0,2.0,100.0,2.0
7804,Yeshwanthpur,673.0,1.0,36.85,1.0
7808,Yeshwanthpur,669.0,1.0,36.85,1.0
7810,Yeshwanthpur,3027.0,4.0,260.0,3.0
7813,Yeshwanthpur,670.0,1.0,36.85,1.0
7816,Yeshwanthpur,1240.0,2.0,80.0,2.0
7817,Yeshwanthpur,1713.0,3.0,110.0,3.0
7818,Yeshwanthpur,1144.0,2.0,67.0,2.0
7819,Yeshwanthpur,1541.0,2.0,130.0,2.0
7821,Yeshwanthpur,1362.0,2.0,100.0,2.0
7822,Yeshwanthpur,666.0,1.0,36.8,1.0
7823,Yeshwanthpur,1855.0,3.0,140.0,3.0
7825,Yeshwanthpur,1165.0,2.0,85.0,2.0
7828,Yeshwanthpur,1825.0,3.0,145.0,3.0
7830,Yeshwanthpur,994.0,2.0,54.67,1.0
7831,Yeshwanthpur,650.0,1.0,40.0,1.0
7832,Yeshwanthpur,1855.0,3.0,140.0,3.0
7833,Yeshwanthpur,1500.0,3.0,100.0,3.0
7838,Yeshwanthpur,674.0,1.0,36.85,1.0
7840,Yeshwanthpur,672.0,1.0,36.85,1.0
7843,Yeshwanthpur,1195.0,2.0,100.0,2.0
7844,Yeshwanthpur,1692.0,3.0,108.0,3.0
7846,Yeshwanthpur,2500.0,5.0,185.0,6.0
7851,Yeshwanthpur,1855.0,3.0,135.0,3.0
7852,Yeshwanthpur,1876.0,3.0,160.0,3.0
7854,other,2770.0,4.0,290.0,3.0
7857,other,600.0,1.0,38.0,1.0
7860,other,1500.0,2.0,185.0,2.0
7861,other,840.0,2.0,45.0,2.0
7862,other,4395.0,3.0,240.0,3.0
7863,other,845.0,2.0,55.0,2.0
7864,other,2511.0,3.0,205.0,3.0
7865,other,1660.0,2.0,105.0,3.0
7867,other,1200.0,2.0,65.0,2.0
7868,other,1200.0,3.0,90.0,3.0
7872,other,782.0,2.0,55.68,2.0
7873,other,1800.0,3.0,120.0,3.0
7874,other,1413.0,2.0,75.0,3.0
7875,other,945.0,2.0,54.0,2.0
7876,other,1870.0,3.0,110.0,3.0
7877,other,1260.0,2.0,85.05,3.0
7879,other,2795.0,4.0,235.0,3.0
7881,other,1904.0,3.0,150.0,3.0
7882,other,2000.0,3.0,175.0,3.0
7885,other,1500.0,3.0,100.0,3.0
7887,other,1783.0,3.0,115.0,3.0
7888,other,912.0,2.0,70.0,3.0
7891,other,1580.0,3.0,100.0,3.0
7892,other,1415.0,3.0,78.0,3.0
7894,other,2405.0,4.0,260.0,3.0
7895,other,1500.0,2.0,115.0,2.0
7900,other,1060.0,2.0,60.0,2.0
7901,other,2600.0,8.0,180.0,8.0
7903,other,1285.0,2.0,72.5,2.0
7904,other,4050.0,3.0,280.0,3.0
7907,other,1280.0,2.0,69.0,2.0
7908,other,3045.0,3.0,170.0,3.0
7911,other,900.0,2.0,110.0,2.0
7916,other,1560.0,3.0,115.0,3.0
7919,other,1200.0,4.0,165.0,4.0
7921,other,1645.0,3.0,95.0,3.0
7922,other,1200.0,2.0,79.0,2.0
7924,other,1350.0,2.0,140.0,3.0
7925,other,1800.0,3.0,150.0,3.0
7927,other,1762.0,3.0,125.0,3.0
7929,other,1200.0,3.0,90.0,3.0
7930,other,2023.71,3.0,275.0,3.0
7936,other,2150.0,4.0,240.0,3.0
7939,other,3309.0,4.0,325.0,4.0
7940,other,5000.0,9.0,360.0,11.0
7942,other,1150.0,2.0,126.0,2.0
7945,other,1200.0,2.0,74.0,2.0
7948,other,1753.0,3.0,120.0,3.0
7950,other,720.0,2.0,45.0,2.0
7953,other,1200.0,3.0,165.0,4.0
7954,other,700.0,1.0,41.0,1.0
7956,other,1595.0,3.0,115.0,3.0
7957,other,1353.0,2.0,110.0,2.0
7958,other,1200.0,2.0,85.0,1.0
7961,other,1325.0,2.0,90.0,3.0
7964,other,1056.0,2.0,80.0,2.0
7967,other,1544.0,3.0,120.0,3.0
7968,other,1200.0,2.0,65.0,2.0
7969,other,540.0,1.0,36.0,1.0
7970,other,1578.0,3.0,180.0,3.0
7972,other,1600.0,2.0,115.0,2.0
7973,other,416.0,1.0,18.5,1.0
7976,other,834.0,1.0,60.0,1.0
7977,other,1125.0,4.0,70.0,3.0
7978,other,3000.0,5.0,260.0,4.0
7979,other,2160.0,5.0,250.0,6.0
7981,other,469.0,1.0,25.0,1.0
7986,other,1630.0,2.0,200.0,2.0
7988,other,1200.0,2.0,70.0,3.0
7989,other,1350.0,3.0,77.0,3.0
7990,other,1180.0,2.0,78.34,3.0
7991,other,1355.0,2.0,115.0,2.0
7992,other,600.0,1.0,50.0,1.0
7993,other,1875.0,3.0,165.0,3.0
7994,other,600.0,2.0,55.0,2.0
7997,other,1750.0,3.0,120.0,3.0
8000,other,1092.0,2.0,98.5,3.0
8003,other,1855.0,3.0,225.0,3.0
8007,other,425.0,1.0,20.03,1.0
8009,other,600.0,1.0,60.0,1.0
8010,other,1468.0,2.0,140.0,2.0
8011,other,4300.0,5.0,550.0,4.0
8013,other,775.0,2.0,55.0,2.0
8016,other,1352.0,3.0,135.0,3.0
8018,other,1200.0,3.0,95.0,4.0
8019,other,1976.0,3.0,184.0,3.0
8020,other,5500.0,4.0,600.0,4.0
8021,other,1200.0,3.0,95.0,3.0
8024,other,1180.0,2.0,69.0,2.0
8025,other,686.0,1.0,17.0,1.0
8027,other,1500.0,4.0,180.0,4.0
8029,other,1282.0,2.0,87.0,2.0
8031,other,1500.0,2.0,95.0,3.0
8032,other,1300.0,1.0,115.0,2.0
8033,other,530.0,1.0,20.0,1.0
8034,other,1350.0,2.0,80.0,2.0
8036,other,2400.0,6.0,125.0,8.0
8038,other,1141.0,2.0,62.0,2.0
8041,other,950.0,1.0,40.0,1.0
8048,other,1480.0,3.0,90.0,3.0
8049,other,1600.0,3.0,90.0,3.0
8050,other,1200.0,4.0,135.0,4.0
8052,other,1500.0,3.0,115.0,3.0
8053,other,1824.0,3.0,125.0,3.0
8054,other,750.0,1.0,56.25,1.0
8061,other,6000.0,5.0,400.0,4.0
8062,other,2400.0,3.0,170.0,3.0
8064,other,1500.0,2.0,98.0,3.0
8065,other,3095.0,3.0,350.0,3.0
8067,other,1200.0,1.0,28.0,1.0
8068,other,1500.0,3.0,100.0,3.0
8070,other,1560.0,5.0,145.0,5.0
8072,other,1560.0,3.0,188.0,3.0
8075,other,485.0,1.0,15.0,1.0
8081,other,1200.0,3.0,130.0,3.0
8082,other,1050.0,2.0,67.0,2.0
8083,other,1596.0,3.0,105.0,3.0
8087,other,1200.0,3.0,85.0,3.0
8088,other,1132.0,2.0,67.0,2.0
8090,other,1515.0,3.0,88.0,3.0
8093,other,1380.0,2.0,80.0,2.0
8096,other,4346.0,5.0,500.0,4.0
8098,other,2200.0,3.0,187.0,3.0
8099,other,3329.0,3.0,330.0,3.0
8100,other,3600.0,4.0,300.0,4.0
8101,other,3500.0,3.0,450.0,4.0
8103,other,1093.0,2.0,65.0,2.0
8105,other,1535.0,3.0,95.0,3.0
8107,other,1100.0,2.0,62.7,2.0
8110,other,2197.0,4.0,280.0,3.0
8112,other,1100.0,2.0,60.0,2.0
8113,other,1600.0,3.0,172.0,4.0
8114,other,1450.0,2.0,85.0,3.0
8115,other,2000.0,3.0,166.0,4.0
8119,other,1756.0,3.0,100.0,3.0
8120,other,1532.0,3.0,92.0,3.0
8121,other,1650.0,3.0,110.0,3.0
8122,other,1200.0,2.0,66.0,2.0
8124,other,1525.0,2.0,122.0,3.0
8128,other,2400.0,3.0,200.0,4.0
8129,other,1000.0,2.0,130.0,2.0
8131,other,3040.0,1.0,180.0,2.0
8133,other,1390.0,3.0,120.0,3.0
8135,other,1135.0,2.0,68.0,2.0
8136,other,900.0,2.0,55.0,2.0
8140,other,2500.0,3.0,250.0,3.0
8144,other,1269.72,2.0,68.0,2.0
8145,other,1168.0,3.0,70.0,3.0
8147,other,2100.0,4.0,155.0,4.0
8149,other,1515.0,3.0,93.93,3.0
8154,other,2700.0,4.0,214.0,6.0
8155,other,2000.0,3.0,210.0,3.0
8156,other,2400.0,4.0,300.0,5.0
8157,other,1760.0,3.0,176.0,3.0
8158,other,595.0,1.0,42.0,1.0
8163,other,1170.0,2.0,86.0,2.0
8164,other,2200.0,4.0,235.0,4.0
8171,other,1650.0,3.0,175.0,3.0
8173,other,1670.0,3.0,91.86,3.0
8177,other,1250.0,2.0,80.0,3.0
8178,other,1650.0,4.0,160.0,3.0
8179,other,800.0,2.0,50.0,2.0
8180,other,1225.0,2.0,150.0,2.0
8182,other,3675.0,4.0,367.0,4.0
8183,other,1200.0,2.0,150.0,2.0
8186,other,1350.0,2.0,80.0,2.0
8188,other,1614.0,3.0,110.0,3.0
8189,other,1188.0,2.0,73.0,2.0
8190,other,1480.0,3.0,90.0,3.0
8191,other,680.0,2.0,42.0,2.0
8194,other,955.0,2.0,53.55,2.0
8196,other,2479.13,3.0,215.0,3.0
8197,other,1100.0,2.0,106.0,2.0
8200,other,1925.0,3.0,120.0,3.0
8201,other,650.0,1.0,26.0,1.0
8203,other,2000.0,3.0,207.0,3.0
8204,other,1050.0,2.0,110.0,2.0
8206,other,2204.0,2.0,305.0,3.0
8212,other,1685.0,2.0,110.0,3.0
8214,other,1550.0,3.0,110.0,3.0
8215,other,500.0,1.0,20.0,1.0
8217,other,3155.0,4.0,370.0,3.0
8218,other,1765.0,3.0,105.0,3.0
8219,other,1265.0,2.0,70.0,2.0
8220,other,1012.0,2.0,59.0,2.0
8221,other,2045.0,4.0,154.0,3.0
8223,other,2400.0,4.0,280.0,6.0
8224,other,581.91,2.0,25.0,1.0
8225,other,1158.0,2.0,85.0,3.0
8226,other,925.0,2.0,51.0,2.0
8227,other,1415.0,2.0,110.0,2.0
8230,other,4750.0,5.0,600.0,4.0
8231,other,1840.0,3.0,155.0,3.0
8232,other,1350.0,2.0,185.0,2.0
8233,other,824.0,2.0,60.0,2.0
8234,other,1340.0,2.0,100.0,3.0
8235,other,1620.0,2.0,110.0,3.0
8236,other,1533.0,3.0,115.0,3.0
8237,other,1560.0,3.0,85.0,3.0
8239,other,750.0,1.0,25.0,1.0
8240,other,1375.0,2.0,85.0,3.0
8247,other,1500.0,3.0,88.0,3.0
8249,other,1140.0,2.0,76.0,2.0
8250,other,1198.0,2.0,84.0,2.0
8251,other,4000.0,4.0,520.0,4.0
8253,other,1370.0,2.0,75.0,2.0
8257,other,1000.0,1.0,55.0,2.0
8258,other,1200.0,2.0,125.0,2.0
8262,other,1050.0,1.0,70.0,1.0
8263,other,1200.0,2.0,80.0,3.0
8271,other,400.0,1.0,14.0,1.0
8273,other,1575.0,4.0,150.0,5.0
8275,other,4800.0,5.0,629.0,4.0
8276,other,1200.0,2.0,70.0,2.0
8278,other,1100.0,2.0,60.0,2.0
8280,other,1300.0,2.0,79.0,2.0
8282,other,3500.0,4.0,350.0,4.0
8284,other,1000.0,2.0,110.0,3.0
8291,other,2400.0,3.0,260.0,3.0
8292,other,1533.0,3.0,85.0,3.0
8295,other,1452.55,2.0,110.0,2.0
8296,other,2357.0,3.0,151.0,3.0
8297,other,1170.0,2.0,105.0,2.0
8298,other,1411.0,3.0,91.72,3.0
8300,other,3095.0,3.0,375.0,3.0
8302,other,1100.0,3.0,78.0,3.0
8304,other,3600.0,4.0,365.0,4.0
8307,other,1945.0,3.0,120.0,3.0
8309,other,1650.0,3.0,165.0,3.0
8310,other,1550.0,2.0,150.0,3.0
8312,other,1150.0,2.0,75.0,3.0
8313,other,1200.0,3.0,74.0,3.0
8314,other,1229.0,3.0,86.03,3.0
8315,other,1030.0,2.0,61.0,2.0
8316,other,600.0,1.0,32.0,1.0
8317,other,1165.0,2.0,135.0,2.0
8320,other,3000.0,4.0,240.0,4.0
8322,other,1315.0,2.0,90.0,2.0
8323,other,1210.0,2.0,72.0,2.0
8324,other,11338.0,9.0,1000.0,6.0
8326,other,30000.0,4.0,2100.0,4.0
8328,other,1170.0,2.0,68.0,2.0
8329,other,1600.0,2.0,110.0,2.0
8331,other,1370.0,2.0,75.0,3.0
8333,other,1980.0,3.0,224.0,3.0
8335,other,1700.0,3.0,97.0,3.0
8336,other,1900.0,3.0,160.0,3.0
8338,other,1100.0,2.0,75.0,2.0
8339,other,1929.0,3.0,115.0,3.0
8340,other,3161.0,4.0,214.0,4.0
8342,other,3515.0,3.0,420.0,3.0
8344,other,1100.0,2.0,70.0,2.0
8348,other,700.0,1.0,41.0,1.0
8353,other,3000.0,3.0,250.0,3.0
8354,other,1100.0,2.0,61.0,2.0
8355,other,1260.0,1.0,41.0,1.0
8356,other,1500.0,1.0,37.5,1.0
8357,other,600.0,1.0,17.0,1.0
8359,other,1165.0,2.0,75.0,2.0
8360,other,1272.0,4.0,75.0,3.0
8362,other,1600.0,5.0,140.0,5.0
8364,other,1000.0,2.0,65.0,3.0
8366,other,2400.0,4.0,325.0,3.0
8368,other,1463.0,1.0,142.0,2.0
8370,other,2401.0,3.0,185.0,3.0
8371,other,1875.0,2.0,235.0,3.0
8373,other,890.0,1.0,75.0,1.0
8376,other,2400.0,3.0,290.0,3.0
8378,other,1690.0,3.0,100.0,3.0
8381,other,1350.0,2.0,90.0,2.0
8382,other,1460.0,3.0,88.0,3.0
8383,other,1685.0,3.0,95.0,3.0
8384,other,800.0,1.0,52.0,1.0
8385,other,4000.0,5.0,280.0,4.0
8387,other,792.0,2.0,70.0,2.0
8390,other,2400.0,5.0,235.0,5.0
8393,other,461.82,1.0,31.7,1.0
8394,other,1500.0,2.0,85.0,3.0
8397,other,1260.0,2.0,75.0,2.0
8399,other,12000.0,12.0,525.0,10.0
8401,other,2820.0,3.0,285.0,3.0
8402,other,1950.0,3.0,130.0,3.0
8404,other,1350.0,2.0,140.0,3.0
8405,other,4051.0,4.0,345.0,4.0
8406,other,2100.0,3.0,170.0,3.0
8407,other,1991.0,3.0,160.0,3.0
8409,other,1200.0,3.0,66.0,3.0
8411,other,3000.0,4.0,342.0,4.0
8412,other,2400.0,6.0,245.0,6.0
8414,other,1375.0,2.0,105.0,2.0
8415,other,1693.0,3.0,108.0,3.0
8422,other,1150.0,2.0,77.5,3.0
8426,other,1058.0,2.0,60.0,2.0
8427,other,900.0,1.0,30.0,1.0
8428,other,1672.0,3.0,150.0,3.0
8431,other,1250.0,3.0,139.0,3.0
8432,other,1468.0,3.0,130.0,2.0
8436,other,1480.0,2.0,145.0,3.0
8439,other,2280.0,3.0,285.0,3.0
8440,other,2000.0,3.0,200.0,3.0
8443,other,1080.0,2.0,75.0,3.0
8444,other,2400.0,2.0,150.0,3.0
8446,other,1125.0,2.0,75.0,2.0
8447,other,1596.0,3.0,95.0,3.0
8448,other,1639.0,3.0,123.0,3.0
8450,other,1740.0,3.0,199.0,3.0
8451,other,1372.0,2.0,90.0,3.0
8453,other,6200.0,5.0,720.0,5.0
8456,other,925.0,2.0,63.0,2.0
8457,other,1200.0,3.0,95.0,4.0
8458,other,1200.0,2.0,79.0,2.0
8459,other,2500.0,3.0,270.0,3.0
8460,other,1584.0,3.0,145.0,4.0
8461,other,1570.0,3.0,115.0,3.0
8462,other,3000.0,3.0,400.0,3.0
8466,other,1750.0,3.0,180.0,3.0
8467,other,1500.0,1.0,160.0,2.0
8468,other,2100.0,6.0,275.0,6.0
8470,other,705.0,1.0,36.5,1.0
8471,other,1340.0,3.0,77.0,3.0
8475,other,1260.0,1.0,41.0,1.0
8476,other,1200.0,2.0,125.0,2.0
8477,other,1270.0,2.0,175.0,4.0
8478,other,1200.0,3.0,130.0,3.0
8479,other,3595.0,6.0,360.0,4.0
8481,other,3100.0,5.0,385.0,4.0
8483,other,1200.0,4.0,150.0,4.0
8484,other,3259.0,3.0,270.0,3.0
8487,other,596.0,1.0,42.0,1.0
8488,other,10000.0,16.0,550.0,16.0
8489,other,1200.0,4.0,110.0,4.0
8490,other,1910.0,3.0,190.0,3.0
8493,other,1750.0,3.0,149.0,3.0
8495,other,985.0,2.0,63.0,2.0
8496,other,1300.0,2.0,129.0,2.0
8497,other,1490.0,2.0,88.0,3.0
8501,other,650.0,1.0,30.0,1.0
8502,other,1500.0,2.0,89.99,3.0
8503,other,1350.0,4.0,145.0,4.0
8504,other,910.0,1.0,42.0,1.0
8507,other,532.0,1.0,22.49,1.0
8508,other,1060.0,3.0,62.0,3.0
8510,other,1550.0,2.0,160.0,2.0
8514,other,1000.0,2.0,80.0,2.0
8516,other,1500.0,2.0,97.0,3.0
8517,other,1865.0,4.0,140.0,3.0
8519,other,3500.0,4.0,245.0,4.0
8523,other,1320.0,2.0,73.0,3.0
8524,other,2150.0,6.0,205.0,6.0
8527,other,675.0,3.0,52.0,2.0
8528,other,1801.0,3.0,139.0,3.0
8530,other,2990.0,4.0,324.0,4.0
8531,other,2400.0,2.0,160.0,2.0
8533,other,1150.0,2.0,75.0,2.0
8534,other,1200.0,3.0,165.0,3.0
8541,other,1390.0,2.0,80.0,3.0
8542,other,1550.0,2.0,90.0,3.0
8545,other,1500.0,4.0,110.0,4.0
8547,other,1839.0,3.0,165.0,3.0
8549,other,900.0,2.0,70.0,2.0
8551,other,1500.0,3.0,149.0,3.0
8554,other,750.0,2.0,50.0,1.0
8555,other,600.0,3.0,75.0,2.0
8556,other,1605.0,2.0,85.0,3.0
8559,other,1500.0,1.0,19.5,1.0
8561,other,1200.0,2.0,70.0,2.0
8562,other,1200.0,2.0,160.0,2.0
8563,other,1904.0,3.0,155.0,3.0
8564,other,2770.0,4.0,315.0,3.0
8565,other,813.0,1.0,39.0,1.0
8568,other,1630.0,2.0,97.78,3.0
8570,other,2425.0,4.0,173.0,4.0
8574,other,1280.0,2.0,75.0,2.0
8575,other,735.0,1.0,75.0,1.0
8576,other,500.0,1.0,24.0,1.0
8578,other,1200.0,4.0,145.0,3.0
8579,other,1200.0,2.0,100.0,2.0
8580,other,1200.0,3.0,160.0,3.0
8581,other,1265.0,2.0,82.0,3.0
8584,other,1850.0,3.0,98.0,3.0
8585,other,2360.0,4.0,150.0,4.0
8586,other,1030.0,2.0,77.25,2.0
8588,other,2000.0,3.0,160.0,3.0
8589,other,1575.0,3.0,93.0,3.0
8590,other,1300.0,2.0,70.0,3.0
8592,other,1380.0,2.0,75.0,2.0
8597,other,3100.0,3.0,250.0,3.0
8598,other,1190.0,2.0,100.0,2.0
8599,other,1827.0,3.0,100.0,3.0
8600,other,1500.0,3.0,95.0,3.0
8601,other,1180.0,2.0,63.0,2.0
8606,other,1645.0,3.0,95.0,3.0
8607,other,1200.0,4.0,140.0,4.0
8610,other,1097.0,2.0,65.0,2.0
8611,other,1600.0,3.0,165.0,4.0
8613,other,900.0,2.0,110.0,2.0
8614,other,1200.0,2.0,125.0,2.0
8615,other,1355.0,2.0,75.0,2.0
8617,other,7500.0,4.0,900.0,4.0
8620,other,4104.0,4.0,360.0,4.0
8623,other,2080.0,2.0,150.0,2.0
8624,other,1505.0,2.0,90.0,2.0
8625,other,1200.0,3.0,95.75,3.0
8626,other,1810.0,4.0,148.0,3.0
8628,other,1530.0,2.0,97.0,3.0
8633,other,1500.0,2.0,130.0,3.0
8637,other,1400.0,2.0,80.0,2.0
8638,other,1533.0,3.0,150.0,3.0
8640,other,3730.0,6.0,450.0,4.0
8641,other,745.0,2.0,50.0,2.0
8643,other,1355.0,2.0,95.0,2.0
8644,other,833.0,1.0,49.0,1.0
8646,other,3000.0,5.0,270.0,4.0
8647,other,1220.0,2.0,68.0,2.0
8648,other,3811.0,3.0,475.0,4.0
8649,other,1545.0,3.0,85.0,3.0
8651,other,1350.0,2.0,110.0,2.0
8653,other,1200.0,2.0,68.0,3.0
8655,other,2000.0,4.0,180.0,5.0
8659,other,1280.0,4.0,115.0,4.0
8660,other,1200.0,3.0,85.0,3.0
8662,other,1655.0,3.0,155.0,3.0
8663,other,1150.0,2.0,74.0,2.0
8665,other,1200.0,2.0,108.0,3.0
8666,other,1200.0,2.0,75.0,2.0
8671,other,1500.0,2.0,203.0,2.0
8674,other,4500.0,9.0,500.0,9.0
8677,other,1550.0,3.0,160.0,3.0
8680,other,1758.0,3.0,95.0,3.0
8681,other,3179.0,5.0,351.0,4.0
8683,other,1200.0,3.0,85.0,2.0
8685,other,1800.0,3.0,140.0,3.0
8688,other,3900.0,4.0,333.0,4.0
8689,other,2400.0,4.0,200.0,3.0
8690,other,1645.0,3.0,87.5,3.0
8692,other,2600.0,3.0,140.0,3.0
8693,other,950.0,2.0,60.0,2.0
8699,other,1900.0,3.0,205.0,3.0
8701,other,1402.0,2.0,85.0,3.0
8703,other,2100.0,3.0,240.0,3.0
8707,other,1200.0,3.0,140.0,3.0
8708,other,814.0,2.0,55.0,2.0
8711,other,1590.0,3.0,120.0,3.0
8712,other,3754.0,6.0,430.0,4.0
8715,other,1450.0,2.0,89.6,3.0
8717,other,1340.0,2.0,77.0,2.0
8720,other,1665.0,3.0,105.0,3.0
8722,other,2300.0,4.0,200.0,4.0
8723,other,1210.0,2.0,76.0,2.0
8728,other,1065.0,2.0,58.0,2.0
8731,other,1636.0,3.0,97.0,3.0
8732,other,3600.0,4.0,450.0,4.0
8735,other,1200.0,3.0,72.0,3.0
8739,other,1000.0,1.0,75.0,2.0
8742,other,1170.0,2.0,86.0,2.0
8743,other,4830.0,5.0,390.0,4.0
8744,other,850.0,2.0,75.0,2.0
8748,other,2065.0,3.0,130.0,3.0
8749,other,1150.0,2.0,125.0,2.0
8752,other,2550.0,4.0,290.0,3.0
8753,other,3080.0,2.0,285.0,4.0
8755,other,3400.0,6.0,420.0,4.0
8756,other,450.0,1.0,25.0,1.0
8757,other,1100.0,2.0,85.0,2.0
8762,other,1036.0,2.0,110.0,2.0
8765,other,1376.0,4.0,156.0,4.0
8770,other,1080.0,2.0,62.0,2.0
8774,other,1475.0,2.0,200.0,3.0
8775,other,1200.0,3.0,96.25,3.0
8777,other,2631.0,3.0,200.0,4.0
8778,other,830.0,2.0,60.0,2.0
8779,other,1500.0,2.0,88.0,2.0
8782,other,856.0,2.0,48.0,2.0
8783,other,1143.0,2.0,62.0,2.0
8785,other,1117.0,2.0,110.0,2.0
8786,other,600.0,1.0,43.0,1.0
8790,other,1200.0,3.0,70.0,3.0
8791,other,2675.0,4.0,290.0,4.0
8795,other,1477.0,2.0,80.0,3.0
8796,other,3500.0,5.0,450.0,4.0
8797,other,1793.0,3.0,98.0,3.0
8801,other,1020.0,2.0,62.0,2.0
8802,other,3563.0,6.0,310.0,4.0
8805,other,3300.0,5.0,318.0,4.0
8806,other,1200.0,3.0,165.0,3.0
8810,other,1718.0,3.0,223.0,3.0
8811,other,1200.0,2.0,75.0,3.0
8812,other,985.0,2.0,55.0,2.0
8817,other,1030.0,2.0,80.0,2.0
8819,other,1150.0,2.0,69.0,2.0
8822,other,1500.0,2.0,90.0,3.0
8823,other,900.0,2.0,55.0,2.0
8828,other,1750.0,2.0,225.0,4.0
8830,other,1100.0,2.0,78.0,2.0
8831,other,1180.0,2.0,74.0,2.0
8833,other,1540.0,3.0,85.0,3.0
8835,other,1800.0,3.0,230.0,3.0
8837,other,2000.0,3.0,120.0,3.0
8838,other,2000.0,3.0,145.0,3.0
8839,other,500.0,1.0,15.0,1.0
8845,other,3160.0,4.0,206.0,4.0
8846,other,922.0,2.0,70.0,2.0
8847,other,850.0,2.0,72.0,2.0
8848,other,1200.0,1.0,65.0,2.0
8850,other,1233.0,2.0,100.0,2.0
8858,other,1936.0,3.0,110.0,3.0
8859,other,1652.5,3.0,90.0,3.0
8861,other,1500.0,3.0,138.0,3.0
8862,other,700.0,2.0,43.0,2.0
8863,other,1750.0,3.0,170.0,3.0
8864,other,1365.0,3.0,99.0,3.0
8867,other,708.0,1.0,55.0,2.0
8868,other,1680.0,3.0,135.0,3.0
8869,other,990.0,2.0,58.0,2.0
8870,other,1240.0,2.0,100.0,2.0
8871,other,1810.0,3.0,118.0,3.0
8872,other,2005.0,3.0,240.0,3.0
8875,other,1000.0,2.0,97.0,2.0
8878,other,1430.0,3.0,78.65,3.0
8880,other,1200.0,2.0,45.0,1.0
8885,other,840.0,1.0,75.0,1.0
8886,other,1760.0,2.0,116.0,3.0
8887,other,600.0,1.0,52.0,2.0
8888,other,1670.0,3.0,160.0,3.0
8891,other,1200.0,2.0,75.6,3.0
8892,other,2400.0,5.0,285.0,5.0
8893,other,2100.0,4.0,150.0,4.0
8897,other,1550.0,4.0,120.0,4.0
8898,other,905.0,2.0,50.0,2.0
8899,other,1495.0,3.0,200.0,3.0
8901,other,550.0,1.0,23.0,1.0
8904,other,1080.0,2.0,75.0,3.0
8906,other,1537.0,3.0,110.0,3.0
8907,other,1750.0,3.0,150.0,3.0
8908,other,2800.0,7.0,250.0,7.0
8910,other,1191.0,2.0,90.0,2.0
8913,other,2849.0,5.0,250.0,4.0
8918,other,827.0,2.0,45.0,2.0
8925,other,1205.0,2.0,70.0,2.0
8929,other,2200.0,4.0,160.0,3.0
8932,other,1900.0,3.0,155.0,3.0
8933,other,1200.0,1.0,95.0,2.0
8935,other,1100.0,2.0,61.0,2.0
8936,other,1100.0,2.0,110.0,2.0
8937,other,1942.0,3.0,155.0,3.0
8938,other,1200.0,4.0,80.0,3.0
8941,other,1515.0,3.0,90.0,3.0
8944,other,1200.0,4.0,95.0,4.0
8950,other,1200.0,1.0,69.0,1.0
8951,other,1717.0,3.0,99.0,3.0
8953,other,1200.0,1.0,48.0,1.0
8954,other,1430.0,2.0,78.65,3.0
8956,other,1190.0,2.0,70.0,2.0
8958,other,2690.0,4.0,185.0,4.0
8959,other,1800.0,5.0,250.0,4.0
8960,other,1594.0,3.0,99.0,3.0
8961,other,1250.0,2.0,68.0,2.0
8962,other,1290.0,1.0,77.5,2.0
8964,other,1464.0,2.0,145.0,2.0
8965,other,1200.0,2.0,75.0,2.0
8968,other,1485.0,2.0,156.0,3.0
8969,other,2070.0,3.0,135.0,3.0
8972,other,800.0,2.0,55.0,2.0
8974,other,1480.0,2.0,125.0,3.0
8976,other,1500.0,2.0,130.0,2.0
8977,other,2010.0,3.0,125.0,3.0
8978,other,1504.0,2.0,100.0,3.0
8980,other,1602.0,2.0,165.0,3.0
8981,other,1200.0,4.0,130.0,4.0
8982,other,1800.0,3.0,220.0,3.0
8988,other,1862.0,3.0,120.0,3.0
8989,other,2700.0,3.0,200.0,3.0
8990,other,1677.0,3.0,98.0,3.0
8992,other,1490.0,2.0,115.0,3.0
8994,other,1740.0,3.0,120.0,3.0
